filename, num_gunshots, gunshot_location (in seconds), ,,,,,,,,,,,,,,,,,,,,,
be57f8ab-9cf3-4528-bd35-c810f2444baf_chan6_v0,3,1.53154195,1.75,2.000430839,,,,,,,,,,,,,,,,,,,,
be57f8ab-9cf3-4528-bd35-c810f2444baf_mean_v0,3,1.75,1.968412698,2.218866213,,,,,,,,,,,,,,,,,,,,
be71307e-7b51-4b60-954a-d24ff75b0162_v0,5,1.50122449,1.75,1.954965986,2.155873016,2.357687075,,,,,,,,,,,,,,,,,,
bfcbf987-3056-4cf3-a40b-b209a365b672_chan0_v0,2,1.75,2.981292517,,,,,,,,,,,,,,,,,,,,,
bfcbf987-3056-4cf3-a40b-b209a365b672_chan1_v0,2,1.650702948,2.88276644,,,,,,,,,,,,,,,,,,,,,
bfcbf987-3056-4cf3-a40b-b209a365b672_chan2_v0,2,1.75,2.981405896,,,,,,,,,,,,,,,,,,,,,
bfcbf987-3056-4cf3-a40b-b209a365b672_chan3_v0,2,1.651678005,2.883718821,,,,,,,,,,,,,,,,,,,,,
bfcbf987-3056-4cf3-a40b-b209a365b672_chan4_v0,2,1.651746032,2.883854875,,,,,,,,,,,,,,,,,,,,,
bfcbf987-3056-4cf3-a40b-b209a365b672_chan5_v0,2,1.75,2.982040816,,,,,,,,,,,,,,,,,,,,,
bfcbf987-3056-4cf3-a40b-b209a365b672_chan6_v0,2,1.651768707,2.883786848,,,,,,,,,,,,,,,,,,,,,
bfcbf987-3056-4cf3-a40b-b209a365b672_mean_v0,2,1.75,2.982018141,,,,,,,,,,,,,,,,,,,,,
c05ea797-711d-4f93-80d1-05a3e76e5c31_chan0_v0,6,1.528072562,1.75,2.067891156,2.391088435,2.704943311,3.016326531,,,,,,,,,,,,,,,,,
c05ea797-711d-4f93-80d1-05a3e76e5c31_chan1_v0,6,1.528049887,1.75,2.067868481,2.391043084,2.704965986,3.016326531,,,,,,,,,,,,,,,,,
c05ea797-711d-4f93-80d1-05a3e76e5c31_chan2_v0,6,1.528072562,1.75,2.067823129,2.391904762,2.704943311,3.016303855,,,,,,,,,,,,,,,,,
c05ea797-711d-4f93-80d1-05a3e76e5c31_chan3_v0,6,1.75,1.971927438,2.289818594,2.612993197,2.926870748,3.238253968,,,,,,,,,,,,,,,,,
c05ea797-711d-4f93-80d1-05a3e76e5c31_chan4_v0,6,1.528072562,1.75,2.064671202,2.391950113,2.705804989,3.017210884,,,,,,,,,,,,,,,,,
c05ea797-711d-4f93-80d1-05a3e76e5c31_chan5_v0,6,1.75,1.971927438,2.289795918,2.612970522,2.926780045,3.238253968,,,,,,,,,,,,,,,,,
c05ea797-711d-4f93-80d1-05a3e76e5c31_chan6_v0,6,1.528072562,1.75,2.067868481,2.39106576,2.704943311,3.016326531,,,,,,,,,,,,,,,,,
c05ea797-711d-4f93-80d1-05a3e76e5c31_mean_v0,6,1.528072562,1.75,2.067891156,2.391088435,2.704920635,3.016303855,,,,,,,,,,,,,,,,,
c076327b-0718-4e38-8620-ba345aa2cdbc_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c076327b-0718-4e38-8620-ba345aa2cdbc_v1,3,1.75,3.636961451,5.53170068,,,,,,,,,,,,,,,,,,,,
c076327b-0718-4e38-8620-ba345aa2cdbc_v2,2,1.75,3.924126984,,,,,,,,,,,,,,,,,,,,,
c076327b-0718-4e38-8620-ba345aa2cdbc_v3,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c08395a3-193f-4038-b9bd-8c21338d4f2d_v0,5,1.746848073,3.026848073,4.078072562,5.502721088,6.581609977,,,,,,,,,,,,,,,,,,
c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan0_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan0_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan0_v2,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan1_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan1_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan1_v2,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan2_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan2_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan2_v2,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan3_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan3_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan3_v2,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan4_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan4_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan4_v2,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan5_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan5_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan5_v2,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan6_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan6_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan6_v2,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c0b2e1a0-0ad1-485b-9df8-af37612ac034_mean_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c0b2e1a0-0ad1-485b-9df8-af37612ac034_mean_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c0b2e1a0-0ad1-485b-9df8-af37612ac034_mean_v2,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c140e9ba-15bd-4370-8ea2-a60f02260217_v0,6,1.75,2.92047619,4.075668934,5.227052154,6.314376417,7.38047619,,,,,,,,,,,,,,,,,
c1b3aea8-b209-4bdc-a42d-b953207fe5ac_v1,11,1.601428571,1.75,2.071111111,2.402108844,2.608072562,2.807210884,3.009024943,3.222040816,3.432471655,3.643310658,3.867619048,,,,,,,,,,,,
c1b78da7-a4cb-4e4b-bd75-f172eb4d32a3_v0,5,1.75,2.047437642,2.419229025,2.709070295,2.985192744,,,,,,,,,,,,,,,,,,
c2af92cf-45d1-4d03-8db4-129e0d28015e_chan0_v0,6,1.75,2.047346939,2.335306122,2.612993197,2.905011338,3.179727891,,,,,,,,,,,,,,,,,
c2af92cf-45d1-4d03-8db4-129e0d28015e_chan1_v0,6,1.75,2.04723356,2.335238095,2.61292517,2.902902494,3.179637188,,,,,,,,,,,,,,,,,
c2af92cf-45d1-4d03-8db4-129e0d28015e_chan2_v0,6,1.75,2.047369615,2.335351474,2.613038549,2.903015873,3.179773243,,,,,,,,,,,,,,,,,
c2af92cf-45d1-4d03-8db4-129e0d28015e_chan3_v0,6,1.75,2.047188209,2.335328798,2.613015873,2.902970522,3.179750567,,,,,,,,,,,,,,,,,
c2af92cf-45d1-4d03-8db4-129e0d28015e_chan4_v0,6,1.75,2.047165533,2.335147392,2.612993197,2.902970522,3.179727891,,,,,,,,,,,,,,,,,
c2af92cf-45d1-4d03-8db4-129e0d28015e_chan5_v0,6,1.75,2.047324263,2.335306122,2.612970522,2.902947846,3.179727891,,,,,,,,,,,,,,,,,
c2af92cf-45d1-4d03-8db4-129e0d28015e_chan6_v0,6,1.75,2.047324263,2.335306122,2.612993197,2.902993197,3.181473923,,,,,,,,,,,,,,,,,
c2af92cf-45d1-4d03-8db4-129e0d28015e_mean_v0,6,1.75,2.047210884,2.335192744,2.612947846,2.904943311,3.181428571,,,,,,,,,,,,,,,,,
c3bd5baf-fac3-48f7-b4b8-feb901710807_v1,6,1.617732426,1.941609977,2.256213152,2.558480726,2.874058957,3.173514739,,,,,,,,,,,,,,,,,
c3e5c5da-6d44-4148-9769-559af37f1fe8_v0,3,1.75,2.617687075,3.066621315,,,,,,,,,,,,,,,,,,,,
c3e941d7-3303-4b6d-a31a-096b36b5c937_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c3e941d7-3303-4b6d-a31a-096b36b5c937_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c3e941d7-3303-4b6d-a31a-096b36b5c937_v2,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c3e941d7-3303-4b6d-a31a-096b36b5c937_v3,1,1.699342404,,,,,,,,,,,,,,,,,,,,,,
c3e941d7-3303-4b6d-a31a-096b36b5c937_v4,1,1.69877551,,,,,,,,,,,,,,,,,,,,,,
c3e941d7-3303-4b6d-a31a-096b36b5c937_v5,1,1.699251701,,,,,,,,,,,,,,,,,,,,,,
c4bfe4bc-0f13-41d0-9900-aa7ddc99f0d6_v0,3,1.75,2.021156463,2.270204082,,,,,,,,,,,,,,,,,,,,
c4bfe4bc-0f13-41d0-9900-aa7ddc99f0d6_v1,3,1.509433107,1.75,1.962630385,,,,,,,,,,,,,,,,,,,,
c50ad68f-1fca-41f9-8fad-83e9b51c3504_v1,6,1.610453515,1.840634921,2.047482993,2.279297052,2.496780045,2.720181406,,,,,,,,,,,,,,,,,
c52bfe4e-2a1d-44ca-9bfc-400bbf50d6a7_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
c6e909ea-500d-4203-af3c-31a7339481b4_chan0_v0,3,1.75,2.547936508,2.745623583,,,,,,,,,,,,,,,,,,,,
c6e909ea-500d-4203-af3c-31a7339481b4_chan1_v0,3,1.74675737,2.544739229,2.745600907,,,,,,,,,,,,,,,,,,,,
c6e909ea-500d-4203-af3c-31a7339481b4_chan2_v0,3,1.627641723,2.425714286,2.626462585,,,,,,,,,,,,,,,,,,,,
c6e909ea-500d-4203-af3c-31a7339481b4_chan3_v0,3,1.75,2.547891156,2.748571429,,,,,,,,,,,,,,,,,,,,
c6e909ea-500d-4203-af3c-31a7339481b4_chan4_v0,3,1.75,2.548208617,2.749092971,,,,,,,,,,,,,,,,,,,,
c6e909ea-500d-4203-af3c-31a7339481b4_chan5_v0,3,1.75,2.548888889,2.749773243,,,,,,,,,,,,,,,,,,,,
c6e909ea-500d-4203-af3c-31a7339481b4_chan6_v0,3,1.75,2.548888889,2.749773243,,,,,,,,,,,,,,,,,,,,
c6e909ea-500d-4203-af3c-31a7339481b4_mean_v0,3,1.746825397,2.544761905,2.745941043,,,,,,,,,,,,,,,,,,,,
ca2a3f01-63b4-47c9-b327-e9d93bf01ac2_v0,2,1.75,2.922108844,,,,,,,,,,,,,,,,,,,,,
ca2a3f01-63b4-47c9-b327-e9d93bf01ac2_v1,3,1.720975057,2.449047619,3.125396825,,,,,,,,,,,,,,,,,,,,
cad6cdd9-faca-4577-95f4-4be31f757b0c_chan0_v0,2,1.75,3.214716553,,,,,,,,,,,,,,,,,,,,,
cad6cdd9-faca-4577-95f4-4be31f757b0c_chan0_v1,4,0.845306122,1.75,3.043945578,4.08829932,,,,,,,,,,,,,,,,,,,
cad6cdd9-faca-4577-95f4-4be31f757b0c_chan1_v0,2,1.75,3.215238095,,,,,,,,,,,,,,,,,,,,,
cad6cdd9-faca-4577-95f4-4be31f757b0c_chan1_v1,4,0.846417234,1.75,3.044535147,4.088253968,,,,,,,,,,,,,,,,,,,
cad6cdd9-faca-4577-95f4-4be31f757b0c_chan2_v0,2,1.75,3.214648526,,,,,,,,,,,,,,,,,,,,,
cad6cdd9-faca-4577-95f4-4be31f757b0c_chan2_v1,4,0.973287982,1.75,3.044535147,4.088253968,,,,,,,,,,,,,,,,,,,
cad6cdd9-faca-4577-95f4-4be31f757b0c_chan3_v0,2,1.75,3.214988662,,,,,,,,,,,,,,,,,,,,,
cad6cdd9-faca-4577-95f4-4be31f757b0c_chan3_v1,4,0.845918367,1.75,3.044489796,4.088253968,,,,,,,,,,,,,,,,,,,
cad6cdd9-faca-4577-95f4-4be31f757b0c_chan4_v0,2,1.75,3.215124717,,,,,,,,,,,,,,,,,,,,,
cad6cdd9-faca-4577-95f4-4be31f757b0c_chan4_v1,4,0.846303855,1.75,3.044489796,4.088253968,,,,,,,,,,,,,,,,,,,
cad6cdd9-faca-4577-95f4-4be31f757b0c_chan5_v0,2,1.75,3.215147392,,,,,,,,,,,,,,,,,,,,,
cad6cdd9-faca-4577-95f4-4be31f757b0c_chan5_v1,4,0.846326531,1.75,3.044535147,4.088253968,,,,,,,,,,,,,,,,,,,
cad6cdd9-faca-4577-95f4-4be31f757b0c_chan6_v0,2,1.75,3.214739229,,,,,,,,,,,,,,,,,,,,,
cad6cdd9-faca-4577-95f4-4be31f757b0c_chan6_v1,4,0.845918367,1.75,3.044535147,4.088253968,,,,,,,,,,,,,,,,,,,
cad6cdd9-faca-4577-95f4-4be31f757b0c_mean_v0,2,1.75,3.214807256,,,,,,,,,,,,,,,,,,,,,
cad6cdd9-faca-4577-95f4-4be31f757b0c_mean_v1,3,0.845238095,1.75,4.087664399,,,,,,,,,,,,,,,,,,,,
caf23d8d-256c-48f0-a087-0901590bd538_v0,16,1.575623583,1.75,2.112857143,2.34585034,2.688480726,3.259092971,3.653582766,4.069931973,4.276099773,4.789183673,4.999795918,5.761133787,6.19,6.618321995,6.843650794,7.519047619,,,,,,,
cc00e8d8-6add-4bed-a0b4-65988e438021_chan0_v0,6,1.75,2.073197279,2.391088435,2.714331066,3.028276644,3.339727891,,,,,,,,,,,,,,,,,
cc00e8d8-6add-4bed-a0b4-65988e438021_chan1_v0,6,1.75,2.074036281,2.39276644,2.716349206,3.029501134,3.339569161,,,,,,,,,,,,,,,,,
cc00e8d8-6add-4bed-a0b4-65988e438021_chan2_v0,6,1.75,2.073197279,2.391088435,2.71430839,3.028276644,3.339750567,,,,,,,,,,,,,,,,,
cc00e8d8-6add-4bed-a0b4-65988e438021_chan3_v0,6,1.75,2.073174603,2.39106576,2.71430839,3.028276644,3.339727891,,,,,,,,,,,,,,,,,
cc00e8d8-6add-4bed-a0b4-65988e438021_chan4_v0,6,1.75,2.073174603,2.391088435,2.714353741,3.028276644,3.339750567,,,,,,,,,,,,,,,,,
cc00e8d8-6add-4bed-a0b4-65988e438021_chan5_v0,6,1.75,2.073174603,2.391043084,2.71430839,3.028253968,3.339727891,,,,,,,,,,,,,,,,,
cc00e8d8-6add-4bed-a0b4-65988e438021_chan6_v0,6,1.75,2.073265306,2.391133787,2.714353741,3.02829932,3.339795918,,,,,,,,,,,,,,,,,
cc00e8d8-6add-4bed-a0b4-65988e438021_mean_v0,6,1.75,2.073151927,2.391020408,2.714263039,3.028276644,3.339705215,,,,,,,,,,,,,,,,,
cc970b84-98ce-444f-b086-ab8a89289268_v0,21,1.589546485,1.75,1.916507937,2.082675737,2.258163265,2.43031746,2.611020408,2.786712018,2.924489796,3.073877551,3.234126984,3.394897959,3.59138322,3.783424036,3.983061224,4.176734694,4.372585034,4.626643991,4.790770975,4.965941043,5.147052154,,
cca01172-b8e7-47a2-9312-e543f925c811_v0,5,1.75,2.006031746,2.211519274,2.413129252,2.614807256,,,,,,,,,,,,,,,,,,
cd3b2d1d-9cd9-4d80-91f2-e6b2d5eec8e5_v0,1,1.642040816,,,,,,,,,,,,,,,,,,,,,,
cda2b67e-0c10-4b96-8a5d-0819fe357bea_chan0_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
cda2b67e-0c10-4b96-8a5d-0819fe357bea_chan1_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
cda2b67e-0c10-4b96-8a5d-0819fe357bea_chan2_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
cda2b67e-0c10-4b96-8a5d-0819fe357bea_chan3_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
cda2b67e-0c10-4b96-8a5d-0819fe357bea_chan4_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
cda2b67e-0c10-4b96-8a5d-0819fe357bea_chan5_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
cda2b67e-0c10-4b96-8a5d-0819fe357bea_chan6_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
cda2b67e-0c10-4b96-8a5d-0819fe357bea_mean_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
cf5903aa-f70e-4b5a-8f0b-ab010db39792_v0,2,1.75,2.921315193,,,,,,,,,,,,,,,,,,,,,
cf5903aa-f70e-4b5a-8f0b-ab010db39792_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
cf5903aa-f70e-4b5a-8f0b-ab010db39792_v2,3,1.021927438,1.75,2.431904762,,,,,,,,,,,,,,,,,,,,
cfa1376d-7ec3-4aba-8bc9-5d598e13ba06_v0,1,1.597981859,,,,,,,,,,,,,,,,,,,,,,
cfde646e-bf55-425c-bf79-c8d263eb7e7a_v0,6,1.75,2.069251701,2.382743764,2.685034014,3.000702948,3.301768707,,,,,,,,,,,,,,,,,
cfe036af-d99f-46a5-8829-32a66b45be70_v1,3,1.75,1.987687075,2.260226757,,,,,,,,,,,,,,,,,,,,
d1fa442d-a890-42c4-b186-f5196099ace7_chan0_v0,1,1.648911565,,,,,,,,,,,,,,,,,,,,,,
d1fa442d-a890-42c4-b186-f5196099ace7_chan1_v0,1,1.647868481,,,,,,,,,,,,,,,,,,,,,,
d1fa442d-a890-42c4-b186-f5196099ace7_chan3_v0,1,1.647664399,,,,,,,,,,,,,,,,,,,,,,
d1fa442d-a890-42c4-b186-f5196099ace7_chan4_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d1fa442d-a890-42c4-b186-f5196099ace7_chan5_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d1fa442d-a890-42c4-b186-f5196099ace7_chan6_v0,1,1.647687075,,,,,,,,,,,,,,,,,,,,,,
d1fa442d-a890-42c4-b186-f5196099ace7_mean_v0,1,1.648684807,,,,,,,,,,,,,,,,,,,,,,
d2cb416c-68ee-4884-a7f3-76949cd6af1d_v0,5,1.744240363,3.027052154,4.08015873,5.504716553,6.585124717,,,,,,,,,,,,,,,,,,
d2e86568-e511-4b01-8579-d5e9535df7e8_v0,1,1.643922902,,,,,,,,,,,,,,,,,,,,,,
d3086a4d-73f7-4389-aa49-5f1de4996e4c_v0,5,1.75,3.031020408,4.085306122,5.509659864,6.588571429,,,,,,,,,,,,,,,,,,
d312ea2f-8542-4ac2-8bd8-1e8b3433c4c3_chan0_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d312ea2f-8542-4ac2-8bd8-1e8b3433c4c3_chan1_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d312ea2f-8542-4ac2-8bd8-1e8b3433c4c3_chan2_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d312ea2f-8542-4ac2-8bd8-1e8b3433c4c3_chan3_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d312ea2f-8542-4ac2-8bd8-1e8b3433c4c3_chan4_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d312ea2f-8542-4ac2-8bd8-1e8b3433c4c3_chan5_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d312ea2f-8542-4ac2-8bd8-1e8b3433c4c3_chan6_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d312ea2f-8542-4ac2-8bd8-1e8b3433c4c3_mean_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d31d3dec-08ba-4dfe-a64b-88a1ee4a5841_v0,6,1.510453515,1.75,1.991428571,2.236666667,2.462018141,2.675260771,,,,,,,,,,,,,,,,,
d31ded50-a23a-4ca0-b528-3fed60c7a647_chan0_v0,1,1.674512472,,,,,,,,,,,,,,,,,,,,,,
d31ded50-a23a-4ca0-b528-3fed60c7a647_chan1_v0,1,1.674126984,,,,,,,,,,,,,,,,,,,,,,
d31ded50-a23a-4ca0-b528-3fed60c7a647_chan2_v0,1,1.674557823,,,,,,,,,,,,,,,,,,,,,,
d31ded50-a23a-4ca0-b528-3fed60c7a647_chan3_v0,1,1.674489796,,,,,,,,,,,,,,,,,,,,,,
d31ded50-a23a-4ca0-b528-3fed60c7a647_chan4_v0,1,1.67478458,,,,,,,,,,,,,,,,,,,,,,
d31ded50-a23a-4ca0-b528-3fed60c7a647_chan5_v0,1,1.674807256,,,,,,,,,,,,,,,,,,,,,,
d31ded50-a23a-4ca0-b528-3fed60c7a647_chan6_v0,1,1.674535147,,,,,,,,,,,,,,,,,,,,,,
d31ded50-a23a-4ca0-b528-3fed60c7a647_mean_v0,1,1.674512472,,,,,,,,,,,,,,,,,,,,,,
d36f8f26-ce50-4bd3-8898-26da17995f46_chan0_v0,14,1.602993197,1.75,1.901655329,2.062244898,2.336122449,2.532743764,2.726235828,2.925283447,3.117777778,3.313673469,3.471360544,3.644331066,3.842018141,4.026235828,,,,,,,,,
d36f8f26-ce50-4bd3-8898-26da17995f46_chan1_v0,12,1.75,1.901587302,2.336122449,2.535646259,2.726235828,2.925283447,3.117777778,3.313673469,3.471337868,3.644353741,3.845034014,4.029183673,,,,,,,,,,,
d36f8f26-ce50-4bd3-8898-26da17995f46_chan2_v0,16,1.504897959,1.599931973,1.75,1.898526077,2.059229025,2.155782313,2.359795918,2.556394558,2.723038549,2.925306122,3.141451247,3.313673469,3.47138322,3.644376417,3.841972789,4.026258503,,,,,,,
d36f8f26-ce50-4bd3-8898-26da17995f46_chan3_v0,14,1.75,1.994875283,2.143424036,2.304331066,2.581020408,2.777641723,2.971179138,3.170204082,3.362675737,3.558571429,3.716258503,3.889251701,4.086870748,4.271156463,,,,,,,,,
d36f8f26-ce50-4bd3-8898-26da17995f46_chan4_v0,16,1.491791383,1.599909297,1.75,1.898548753,2.01585034,2.155668934,2.333106576,2.532811791,2.723219955,2.925396825,3.114739229,3.310657596,3.471451247,3.641247166,3.83893424,4.023219955,,,,,,,
d36f8f26-ce50-4bd3-8898-26da17995f46_chan5_v0,12,1.75,1.898526077,2.336145125,2.532675737,2.726235828,2.925306122,3.117777778,3.313673469,3.471292517,3.644353741,3.842018141,4.026258503,,,,,,,,,,,
d36f8f26-ce50-4bd3-8898-26da17995f46_chan6_v0,14,1.504240363,1.75,1.898548753,2.059818594,2.336145125,2.53276644,2.726258503,2.925283447,3.117777778,3.313650794,3.471315193,3.644353741,3.841995465,4.026258503,,,,,,,,,
d36f8f26-ce50-4bd3-8898-26da17995f46_mean_v0,12,1.746848073,1.895419501,2.333061224,2.529614512,2.723106576,2.922154195,3.11462585,3.310589569,3.468208617,3.641201814,3.838888889,4.023106576,,,,,,,,,,,
d3863171-479e-4db8-bf20-b602efb56f5b_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d3863171-479e-4db8-bf20-b602efb56f5b_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d3863171-479e-4db8-bf20-b602efb56f5b_v2,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d3863171-479e-4db8-bf20-b602efb56f5b_v3,1,1.735963719,,,,,,,,,,,,,,,,,,,,,,
d3863171-479e-4db8-bf20-b602efb56f5b_v4,1,1.735646259,,,,,,,,,,,,,,,,,,,,,,
d394b858-4d3d-4658-9eb6-296579776892_chan0_v0,1,1.651655329,,,,,,,,,,,,,,,,,,,,,,
d394b858-4d3d-4658-9eb6-296579776892_chan1_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d394b858-4d3d-4658-9eb6-296579776892_chan2_v0,1,1.651247166,,,,,,,,,,,,,,,,,,,,,,
d394b858-4d3d-4658-9eb6-296579776892_chan3_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d394b858-4d3d-4658-9eb6-296579776892_chan4_v0,1,1.650816327,,,,,,,,,,,,,,,,,,,,,,
d394b858-4d3d-4658-9eb6-296579776892_chan5_v0,1,1.650816327,,,,,,,,,,,,,,,,,,,,,,
d394b858-4d3d-4658-9eb6-296579776892_chan6_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d394b858-4d3d-4658-9eb6-296579776892_mean_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d3a364a1-f1fa-402b-8e7a-d7f57192508c_chan0_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d3a364a1-f1fa-402b-8e7a-d7f57192508c_chan1_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d3a364a1-f1fa-402b-8e7a-d7f57192508c_chan2_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d3a364a1-f1fa-402b-8e7a-d7f57192508c_chan3_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d3a364a1-f1fa-402b-8e7a-d7f57192508c_chan4_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d3a364a1-f1fa-402b-8e7a-d7f57192508c_chan5_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d3a364a1-f1fa-402b-8e7a-d7f57192508c_chan6_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d3a364a1-f1fa-402b-8e7a-d7f57192508c_mean_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d3b21ae5-ad50-4b1a-a06b-9be63f42e33e_v0,1,0.291247166,,,,,,,,,,,,,,,,,,,,,,
d3b74834-2a7b-4914-8829-fcf1e3a37ae7_v3,3,0.882267574,1.75,2.198231293,,,,,,,,,,,,,,,,,,,,
d3c04068-8b2c-4dd6-a3e0-9bd56a346325_v0,21,0.043310658,0.257959184,0.595736961,0.788730159,1.014965986,1.172698413,1.39600907,1.586145125,1.75,1.946780045,2.152154195,2.56968254,2.99154195,3.418730159,3.845782313,4.305918367,4.735804989,4.945487528,5.392811791,5.61739229,5.845646259,,
d3c580c6-429c-4808-86f9-0ba716f236cb_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d41d4367-070a-48f8-b457-7f0897caea99_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d41d4367-070a-48f8-b457-7f0897caea99_v1,1,1.696712018,,,,,,,,,,,,,,,,,,,,,,
d44f6f66-430a-4f34-8a50-dde6403d0239_v0,9,0.279478458,1.507414966,3.453650794,5.001020408,5.833741497,6.919818594,8.067097506,9.199410431,11.0754195,,,,,,,,,,,,,,
d532d469-315e-4bc2-8122-e44b8d3a3e24_v0,3,1.714421769,2.157755102,3.065351474,,,,,,,,,,,,,,,,,,,,
d5a15ea9-1077-4e5f-80a1-c4e856231489_chan0_v0,1,1.746938776,,,,,,,,,,,,,,,,,,,,,,
d5a15ea9-1077-4e5f-80a1-c4e856231489_chan1_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d5a15ea9-1077-4e5f-80a1-c4e856231489_chan2_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
d5a15ea9-1077-4e5f-80a1-c4e856231489_chan3_v0,1,1.749342404,,,,,,,,,,,,,,,,,,,,,,
d5a15ea9-1077-4e5f-80a1-c4e856231489_chan4_v0,1,1.746893424,,,,,,,,,,,,,,,,,,,,,,
